Loan_ID,Gender,Race,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002832,Male,White,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N
LP002833,Male,Black,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,0.84,Rural,Y
LP002836,Male,Black,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y
LP002837,Male,Black,Yes,3,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N
LP002840,Female,Black,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N
LP002841,Male,Black,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
LP002842,Male,Black,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y
LP002847,Male,Black,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N
LP002855,Male,White,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y
LP002862,Male,Black,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N
LP002863,Male,Black,Yes,3,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
LP002868,Male,Black,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
LP002872,Male,Black,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP002874,Male,Black,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
LP002877,Male,Black,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y
LP002888,Male,Black,No,0,Graduate,No,3182,2917.0,161.0,360.0,1.0,Urban,Y
LP002892,Male,White,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y
LP002894,Female,Black,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y
LP002898,Male,Black,Yes,1,Graduate,No,1880,0.0,61.0,360.0,0.84,Rural,N
LP002911,Male,Black,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,Male,Black,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,Male,Black,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,Female,Black,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,Male,Black,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,Male,Black,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,Male,Black,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,Male,Black,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,Male,White,No,3,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,Male,Black,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,Male,White,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,Male,Black,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,Male,Black,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,Male,Black,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,Male,White,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,Male,Black,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002950,Male,Black,Yes,0,Not Graduate,No,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,Male,Black,Yes,3,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,Male,Black,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
LP002960,Male,Black,Yes,0,Not Graduate,No,2400,3800.0,146.41,180.0,1.0,Urban,N
LP002961,Male,Black,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP002964,Male,Black,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP002974,Male,Black,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002978,Female,Black,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
LP002979,Male,Black,Yes,3,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
LP002983,Male,White,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
LP002984,Male,White,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
LP002990,Female,Black,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
LP001002,Female,Black,No,0,Graduate,No,5849,0.0,146.41,360.0,1.0,Urban,Y
LP001002,Male,White,No,0,Graduate,No,5849,0.0,146.41,360.0,1.0,Urban,Y
LP001002,Female,White,No,0,Graduate,No,5849,0.0,146.41,360.0,1.0,Urban,Y
LP001003,Female,Black,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,N
LP001003,Male,White,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,N
LP001003,Female,White,Yes,1,Graduate,No,4583,1508.0,128.0,360.0,1.0,Rural,N
LP001005,Female,Black,Yes,0,Graduate,Yes,3000,0.0,66.0,360.0,1.0,Urban,Y
LP001005,Male,White,Yes,0,Graduate,Yes,3000,0.0,66.0,360.0,1.0,Urban,Y
LP001005,Female,White,Yes,0,Graduate,Yes,3000,0.0,66.0,360.0,1.0,Urban,Y
LP001006,Female,Black,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,Y
LP001006,Male,White,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,Y
LP001006,Female,White,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,Y
LP001008,Female,Black,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,Y
LP001008,Male,White,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,Y
LP001008,Female,White,No,0,Graduate,No,6000,0.0,141.0,360.0,1.0,Urban,Y
LP001011,Female,Black,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,Y
LP001011,Male,White,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,Y
LP001011,Female,White,Yes,2,Graduate,Yes,5417,4196.0,267.0,360.0,1.0,Urban,Y
LP001013,Female,Black,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,Y
LP001013,Male,White,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,Y
LP001013,Female,White,Yes,0,Not Graduate,No,2333,1516.0,95.0,360.0,1.0,Urban,Y
LP001014,Female,Black,Yes,3,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,N
LP001014,Male,White,Yes,3,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,N
LP001014,Female,White,Yes,3,Graduate,No,3036,2504.0,158.0,360.0,0.0,Semiurban,N
LP001018,Female,Black,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,Y
LP001018,Male,White,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,Y
LP001018,Female,White,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,Y
LP001024,Female,Black,Yes,2,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,Y
LP001024,Male,White,Yes,2,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,Y
LP001024,Female,White,Yes,2,Graduate,No,3200,700.0,70.0,360.0,1.0,Urban,Y
LP001027,Female,Black,Yes,2,Graduate,No,2500,1840.0,109.0,360.0,1.0,Urban,Y
LP001027,Male,White,Yes,2,Graduate,No,2500,1840.0,109.0,360.0,1.0,Urban,Y
LP001027,Female,White,Yes,2,Graduate,No,2500,1840.0,109.0,360.0,1.0,Urban,Y
LP001028,Female,Black,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,Y
LP001028,Male,White,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,Y
LP001028,Female,White,Yes,2,Graduate,No,3073,8106.0,200.0,360.0,1.0,Urban,Y
LP001029,Female,Black,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N
LP001029,Male,White,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N
LP001029,Female,White,No,0,Graduate,No,1853,2840.0,114.0,360.0,1.0,Rural,N
LP001030,Female,Black,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y
LP001030,Male,White,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y
LP001030,Female,White,Yes,2,Graduate,No,1299,1086.0,17.0,120.0,1.0,Urban,Y
LP001032,Female,Black,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,Y
LP001032,Male,White,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,Y
LP001032,Female,White,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,Y
LP001034,Female,Black,No,1,Not Graduate,No,3596,0.0,100.0,240.0,0.84,Urban,Y
LP001034,Male,White,No,1,Not Graduate,No,3596,0.0,100.0,240.0,0.84,Urban,Y
LP001034,Female,White,No,1,Not Graduate,No,3596,0.0,100.0,240.0,0.84,Urban,Y
LP001036,Male,Black,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,N
LP001036,Male,White,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,N
LP001036,Female,White,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,N
LP001038,Female,Black,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,N
LP001038,Male,White,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,N
LP001038,Female,White,Yes,0,Not Graduate,No,4887,0.0,133.0,360.0,1.0,Rural,N
LP001041,Female,Black,Yes,0,Graduate,No,2600,3500.0,115.0,342.0,1.0,Urban,Y
LP001041,Male,White,Yes,0,Graduate,No,2600,3500.0,115.0,342.0,1.0,Urban,Y
LP001041,Female,White,Yes,0,Graduate,No,2600,3500.0,115.0,342.0,1.0,Urban,Y
LP001043,Male,Black,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N
LP001043,Female,Black,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N
LP001043,Female,White,Yes,0,Not Graduate,No,7660,0.0,104.0,360.0,0.0,Urban,N
LP001046,Female,Black,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y
LP001046,Male,White,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y
LP001046,Female,White,Yes,1,Graduate,No,5955,5625.0,315.0,360.0,1.0,Urban,Y
LP001047,Female,Black,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N
LP001047,Male,White,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N
LP001047,Female,White,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N
LP001050,Female,Black,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,N
LP001050,Male,White,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,N
LP001050,Female,White,Yes,2,Not Graduate,No,3365,1917.0,112.0,360.0,0.0,Rural,N
LP001052,Female,Black,Yes,1,Graduate,No,3717,2925.0,151.0,360.0,0.84,Semiurban,N
LP001052,Male,White,Yes,1,Graduate,No,3717,2925.0,151.0,360.0,0.84,Semiurban,N
LP001052,Female,White,Yes,1,Graduate,No,3717,2925.0,151.0,360.0,0.84,Semiurban,N
LP001066,Male,Black,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,Y
LP001066,Female,Black,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,Y
LP001066,Female,White,Yes,0,Graduate,Yes,9560,0.0,191.0,360.0,1.0,Semiurban,Y
LP001068,Female,Black,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,Y
LP001068,Male,White,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,Y
LP001068,Female,White,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,Y
LP001073,Female,Black,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y
LP001073,Male,White,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y
LP001073,Female,White,Yes,2,Not Graduate,No,4226,1040.0,110.0,360.0,1.0,Urban,Y
LP001086,Female,Black,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N
LP001086,Male,White,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N
LP001086,Female,White,No,0,Not Graduate,No,1442,0.0,35.0,360.0,1.0,Urban,N
LP001087,Male,Black,No,2,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,Y
LP001087,Male,White,No,2,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,Y
LP001087,Female,White,No,2,Graduate,No,3750,2083.0,120.0,360.0,1.0,Semiurban,Y
LP001091,Female,Black,Yes,1,Graduate,No,4166,3369.0,201.0,360.0,0.84,Urban,N
LP001091,Male,White,Yes,1,Graduate,No,4166,3369.0,201.0,360.0,0.84,Urban,N
LP001091,Female,White,Yes,1,Graduate,No,4166,3369.0,201.0,360.0,0.84,Urban,N
LP001095,Female,Black,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,N
LP001095,Male,White,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,N
LP001095,Female,White,No,0,Graduate,No,3167,0.0,74.0,360.0,1.0,Urban,N
LP001097,Female,Black,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N
LP001097,Male,White,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N
LP001097,Female,White,No,1,Graduate,Yes,4692,0.0,106.0,360.0,1.0,Rural,N
LP001098,Female,Black,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,Y
LP001098,Male,White,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,Y
LP001098,Female,White,Yes,0,Graduate,No,3500,1667.0,114.0,360.0,1.0,Semiurban,Y
LP001100,Male,Black,No,3,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,N
LP001100,Female,Black,No,3,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,N
LP001100,Female,White,No,3,Graduate,No,12500,3000.0,320.0,360.0,1.0,Rural,N
LP001106,Female,Black,Yes,0,Graduate,No,2275,2067.0,146.41,360.0,1.0,Urban,Y
LP001106,Male,White,Yes,0,Graduate,No,2275,2067.0,146.41,360.0,1.0,Urban,Y
LP001106,Female,White,Yes,0,Graduate,No,2275,2067.0,146.41,360.0,1.0,Urban,Y
LP001109,Female,Black,Yes,0,Graduate,No,1828,1330.0,100.0,342.0,0.0,Urban,N
LP001109,Male,White,Yes,0,Graduate,No,1828,1330.0,100.0,342.0,0.0,Urban,N
LP001109,Female,White,Yes,0,Graduate,No,1828,1330.0,100.0,342.0,0.0,Urban,N
LP001112,Male,Black,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y
LP001112,Male,White,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y
LP001112,Female,White,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y
LP001114,Female,Black,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y
LP001114,Male,White,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y
LP001114,Female,White,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y
LP001116,Female,Black,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,Y
LP001116,Male,White,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,Y
LP001116,Female,White,No,0,Not Graduate,No,3748,1668.0,110.0,360.0,1.0,Semiurban,Y
LP001119,Female,Black,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N
LP001119,Male,White,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N
LP001119,Female,White,No,0,Graduate,No,3600,0.0,80.0,360.0,1.0,Urban,N
LP001120,Female,Black,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,Y
LP001120,Male,White,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,Y
LP001120,Female,White,No,0,Graduate,No,1800,1213.0,47.0,360.0,1.0,Urban,Y
LP001123,Female,Black,Yes,0,Graduate,No,2400,0.0,75.0,360.0,0.84,Urban,Y
LP001123,Male,White,Yes,0,Graduate,No,2400,0.0,75.0,360.0,0.84,Urban,Y
LP001123,Female,White,Yes,0,Graduate,No,2400,0.0,75.0,360.0,0.84,Urban,Y
LP001131,Female,Black,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,Y
LP001131,Male,White,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,Y
LP001131,Female,White,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,Y
LP001136,Female,Black,Yes,0,Not Graduate,Yes,4695,0.0,96.0,342.0,1.0,Urban,Y
LP001136,Male,White,Yes,0,Not Graduate,Yes,4695,0.0,96.0,342.0,1.0,Urban,Y
LP001136,Female,White,Yes,0,Not Graduate,Yes,4695,0.0,96.0,342.0,1.0,Urban,Y
LP001137,Male,Black,No,0,Graduate,No,3410,0.0,88.0,342.0,1.0,Urban,Y
LP001137,Male,White,No,0,Graduate,No,3410,0.0,88.0,342.0,1.0,Urban,Y
LP001137,Female,White,No,0,Graduate,No,3410,0.0,88.0,342.0,1.0,Urban,Y
LP001138,Female,Black,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y
LP001138,Male,White,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y
LP001138,Female,White,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y
LP001144,Female,Black,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,Y
LP001144,Male,White,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,Y
LP001144,Female,White,Yes,0,Graduate,No,5821,0.0,144.0,360.0,1.0,Urban,Y
LP001146,Male,Black,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
LP001146,Male,White,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
LP001146,Female,White,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
LP001151,Male,Black,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,Y
LP001151,Male,White,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,Y
LP001151,Female,White,No,0,Graduate,No,4000,2275.0,144.0,360.0,1.0,Semiurban,Y
LP001155,Male,Black,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
LP001155,Male,White,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
LP001155,Female,White,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
LP001157,Male,Black,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,Y
LP001157,Male,White,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,Y
LP001157,Female,White,No,0,Graduate,No,3086,0.0,120.0,360.0,1.0,Semiurban,Y
LP001164,Male,Black,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N
LP001164,Male,White,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N
LP001164,Female,White,No,0,Graduate,No,4230,0.0,112.0,360.0,1.0,Semiurban,N
LP001179,Female,Black,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N
LP001179,Male,White,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N
LP001179,Female,White,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N
LP001186,Male,Black,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,N
LP001186,Female,Black,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,N
LP001186,Male,White,Yes,1,Graduate,Yes,11500,0.0,286.0,360.0,0.0,Urban,N
LP001194,Female,Black,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y
LP001194,Male,White,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y
LP001194,Female,White,Yes,2,Graduate,No,2708,1167.0,97.0,360.0,1.0,Semiurban,Y
LP001195,Female,Black,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,Y
LP001195,Male,White,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,Y
LP001195,Female,White,Yes,0,Graduate,No,2132,1591.0,96.0,360.0,1.0,Semiurban,Y
LP001197,Female,Black,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,N
LP001197,Male,White,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,N
LP001197,Female,White,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,N
LP001198,Male,Black,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,Y
LP001198,Female,Black,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,Y
LP001198,Female,White,Yes,1,Graduate,No,8080,2250.0,180.0,360.0,1.0,Urban,Y
LP001199,Female,Black,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,Y
LP001199,Male,White,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,Y
LP001199,Female,White,Yes,2,Not Graduate,No,3357,2859.0,144.0,360.0,1.0,Urban,Y
LP001205,Female,Black,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,Y
LP001205,Male,White,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,Y
LP001205,Female,White,Yes,0,Graduate,No,2500,3796.0,120.0,360.0,1.0,Urban,Y
LP001206,Female,Black,Yes,3,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,Y
LP001206,Male,White,Yes,3,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,Y
LP001206,Female,White,Yes,3,Graduate,No,3029,0.0,99.0,360.0,1.0,Urban,Y
LP001207,Female,Black,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N
LP001207,Male,White,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N
LP001207,Female,White,Yes,0,Not Graduate,Yes,2609,3449.0,165.0,180.0,0.0,Rural,N
LP001213,Female,Black,Yes,1,Graduate,No,4945,0.0,146.41,360.0,0.0,Rural,N
LP001213,Male,White,Yes,1,Graduate,No,4945,0.0,146.41,360.0,0.0,Rural,N
LP001213,Female,White,Yes,1,Graduate,No,4945,0.0,146.41,360.0,0.0,Rural,N
LP001222,Male,Black,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,N
LP001222,Male,White,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,N
LP001222,Female,White,No,0,Graduate,No,4166,0.0,116.0,360.0,0.0,Semiurban,N
LP001225,Female,Black,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,N
LP001225,Male,White,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,N
LP001225,Female,White,Yes,0,Graduate,No,5726,4595.0,258.0,360.0,1.0,Semiurban,N
LP001228,Female,Black,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N
LP001228,Male,White,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N
LP001228,Female,White,No,0,Not Graduate,No,3200,2254.0,126.0,180.0,0.0,Urban,N
LP001233,Male,Black,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,Y
LP001233,Female,Black,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,Y
LP001233,Female,White,Yes,1,Graduate,No,10750,0.0,312.0,360.0,1.0,Urban,Y
LP001238,Male,Black,Yes,3,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y
LP001238,Female,Black,Yes,3,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y
LP001238,Female,White,Yes,3,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y
LP001241,Male,Black,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,N
LP001241,Male,White,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,N
LP001241,Female,White,No,0,Graduate,No,4300,0.0,136.0,360.0,0.0,Semiurban,N
LP001243,Female,Black,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y
LP001243,Male,White,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y
LP001243,Female,White,Yes,0,Graduate,No,3208,3066.0,172.0,360.0,1.0,Urban,Y
LP001245,Female,Black,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y
LP001245,Male,White,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y
LP001245,Female,White,Yes,2,Not Graduate,Yes,1875,1875.0,97.0,360.0,1.0,Semiurban,Y
LP001248,Female,Black,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,Y
LP001248,Male,White,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,Y
LP001248,Female,White,No,0,Graduate,No,3500,0.0,81.0,300.0,1.0,Semiurban,Y
LP001250,Female,Black,Yes,3,Not Graduate,No,4755,0.0,95.0,342.0,0.0,Semiurban,N
LP001250,Male,White,Yes,3,Not Graduate,No,4755,0.0,95.0,342.0,0.0,Semiurban,N
LP001250,Female,White,Yes,3,Not Graduate,No,4755,0.0,95.0,342.0,0.0,Semiurban,N
LP001253,Female,Black,Yes,3,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y
LP001253,Male,White,Yes,3,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y
LP001253,Female,White,Yes,3,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y
LP001255,Female,Black,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N
LP001255,Male,White,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N
LP001255,Female,White,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N
LP001256,Female,Black,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,N
LP001256,Male,White,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,N
LP001256,Female,White,No,0,Graduate,No,3750,4750.0,176.0,360.0,1.0,Urban,N
LP001259,Female,Black,Yes,1,Graduate,Yes,1000,3022.0,110.0,360.0,1.0,Urban,N
